token,label,sentence_id
en,2,42
el,2,42
apt,2,42
con,2,42
yazmin,4,42
y,2,42
lesly,4,42
This,1,43
guy,1,43
made,1,43
cookies,1,43
other,1,43
one,1,43
made,1,43
tamales,2,43
other,1,43
guy,1,43
made,1,43
cookies,1,43
another,1,43
guy,1,43
made,1,43
mole,2,43
a,1,43
girl,1,43
made,1,43
fresas,2,43
I,1,43
made,1,43
ensalda,2,43
De,2,43
pollo,2,43
@GBalderramah,3,44
lol,1,44
lo,2,44
ke,2,44
sobre,2,44
the,1,44
llevo,2,44
Tragando,2,45
tamales,2,45
in,1,45
class,1,45
lol,1,45
Bien,2,46
mexican,1,46
And,1,47
maybe,1,47
me,2,47
llevo,2,47
a,2,47
la,2,47
nohemi,2,47
al,2,47
restaurant,1,47
ha,2,47
Here,1,48
w,1,48
josue,4,48
at,1,48
the,1,48
apt,1,48
eating,1,48
tamales,1,48
sopas,2,48
chocolates,7,48
cookies,1,48
juices,1,48
and,1,48
all,1,48
that,1,48
good,1,48
shit,1,48
ha,1,48
Yo,2,49
oiero,2,49
ir,2,49
a,7,49
ver,2,49
a,2,49
gloria,4,49
trevi,2,49
today,1,49
:/,3,49
Cuzs,1,50
then,1,50
itzayana,4,50
me,2,50
va,2,50
a,2,50
kitar,2,50
lo,2,50
ke,2,50
me,2,50
dieron,2,50
-.-,3,50
My,1,51
belly,1,51
hurts,1,51
comi,2,51
mucho,2,51
chocolate,7,51
Me,2,52
viera,2,52
agarrado,2,52
algo,2,52
but,1,52
I,1,52
never,1,52
thought,1,52
me,1,52
me,2,52
iba,2,52
ablar,2,52
She,1,53
thought,1,53
the,1,53
chocolate,1,53
and,1,53
teddy,1,53
bear,1,53
eran,2,53
pa,2,53
Ella,2,53
lol,1,53
Crush,4,54
said,1,54
she,1,54
loves,1,54
me,1,54
cuzs,1,54
me,1,54
di,2,54
chocolate,1,54
Tengo,2,55
ke,2,55
aprovechar,2,55
mis,2,55
last,1,55
mins,1,55
single,1,55
I,1,56
do,1,56
n't,1,56
really,1,56
like,1,56
sopa,2,56
de,2,56
conchas,2,56
Me,2,57
vale,2,57
madre,2,57
lo,2,57
ke,2,57
digan,2,57
tus,2,57
padres,2,57
ke,2,57
soy,2,57
pandillero,2,57
pelon,2,57
y,2,57
visto,2,57
baggie,1,57
My,1,58
phone,1,58
looks,1,58
ratchet,1,58
todo,2,58
crack,1,58
Eres,2,59
una,2,59
cualkiera,2,59
yes,1,59
u,1,59
are,1,59
.,3,59
Finna,4,60
go,1,60
a,1,60
McDonalds,4,60
con,2,60
la,2,60
nohemi,4,60
"""",3,61
Ni,2,61
kulo,2,61
me,2,61
van,2,61
a,2,61
dar,2,61
ni,2,61
una,2,61
tokadita,2,61
"""",3,61
lmfao,1,61
nohemi,4,61
Lol,1,62
just,1,62
cuzs,1,62
va,2,62
andar,2,62
de,2,62
forever,1,62
alone,1,62
Nohemi,4,63
cook,1,63
for,1,63
me,1,63
summ,1,63
kesadiyas,2,63
>>>,3,63
Escapate,2,64
te,2,64
doy,2,64
2,3,64
mins,1,64
aki,2,64
estoy,2,64
afuera,2,64
♥,3,64
Gonna,1,65
download,1,65
that,1,65
game,1,65
hopefully,1,65
no,2,65
me,2,65
ponga,2,65
toda,2,65
mad,1,65
cuzs,1,65
lo,2,65
borro,2,65
The,1,66
manager,1,66
did,1,66
n't,1,66
know,1,66
the,1,66
boss,1,66
was,1,66
my,1,66
cuñada,2,66
ora,2,66
si,2,66
ya,2,66
le,2,66
bajo,2,66
a,2,66
sus,2,66
huevitos,2,66
This,1,67
nigga,1,67
is,1,67
singing,1,67
mi,2,67
nina,2,67
travieza,2,67
lmfao,4,67
bien,2,67
feo,2,67
Mhm,0,68
no,1,68
wonder,1,68
why,1,68
they,1,68
used,1,68
to,1,68
call,1,68
me,1,68
changa,2,68
when,1,68
i,1,68
was,1,68
lil,1,68
I,1,69
wish,1,69
she,1,69
would,1,69
come,1,69
back,1,69
that,1,69
women,1,69
se,2,69
olvido,2,69
de,2,69
mi,2,69
smh,1,69
Me,2,70
Interesas,2,70
by,1,70
noel,4,70
torres,4,70
>>>>,3,70
Or,1,71
mejor,2,71
I,1,71
go,1,71
to,1,71
my,1,71
brothers,1,71
house,1,71
Seen,1,72
ur,1,72
ex,1,72
suegra,2,72
is,1,72
awkward,1,72
af,1,72
Vayanse,2,73
alv,1,73
ha,1,73
I,1,73
got,1,73
all,1,73
kinds,1,73
of,1,73
color,1,73
pants,1,73
If,1,74
u,1,74
think,1,74
I,1,74
jusy,1,74
want,1,74
u,1,74
cuzs,1,74
ur,1,74
money,1,74
heoo,0,74
no,1,74
bitch,1,74
tas,2,74
loka,2,74
But,1,75
I,1,75
told,1,75
jaime,4,75
ke,2,75
iba,2,75
ir,2,75
a,2,75
su,2,75
house,1,75
to,1,75
play,1,75
xbox,4,75
No,2,76
la,2,76
buskes,2,76
hija,2,76
muy,2,76
bonita,2,76
por,2,76
ke,2,76
al,2,76
paso,2,76
del,2,76
tiempo,2,76
se,2,76
le,2,76
kita,2,76
-,3,76
my,1,76
dad,1,76
lol,1,76
bien,2,76
gay,1,76
Not,1,77
playing,1,77
w,1,77
females,1,77
nomore,1,77
I,1,77
judt,1,77
got,1,77
slap,1,77
por,2,77
andar,2,77
de,2,77
pendejita,2,77
My,1,78
dad,1,78
calls,1,78
my,1,78
friends,1,78
"""",3,78
flor,2,78
",",3,78
luz,2,78
"""",3,78
and,1,78
all,1,78
that,1,78
shit,1,78
I,1,79
brought,1,79
the,1,79
sueter,2,79
my,1,79
gma,1,79
gave,1,79
me,1,79
♥,3,79
form,1,79
mexico,4,79
lol,1,79
"""",3,80
@Carloszx_Fwm,3,80
:,3,80
Lo,2,80
mato,2,80
and,1,80
ill,1,80
take,1,80
her,1,80
gf,1,80
lmfao,1,80
"""",3,80
lol,1,80
too,1,80
funny,1,80
Micaela,4,81
micaela,4,81
ke,2,81
tu,2,81
tienes,2,81
alma,2,81
mia,2,81
lol,1,81
I,1,82
made,1,82
tostadas,2,82
for,1,82
me,1,82
and,1,82
her,1,82
and,1,82
she,1,82
's,1,82
makin,1,82
sadwiches,1,82
lol,1,82
Me,1,83
and,1,83
yazmin,4,83
were,1,83
looking,1,83
at,1,83
that,1,83
milby,4,83
page,1,83
and,1,83
we,1,83
told,1,83
nohemi,4,83
and,1,83
her,1,83
bitchass,1,83
hide,1,83
lmfao,1,83
ya,2,83
la,2,83
cache,2,83
Ayyy,1,84
I,1,84
wanna,1,84
go,1,84
home,1,84
-.-,3,84
no,1,84
to,1,84
my,1,84
brother,1,84
's,1,84
apt,1,84
ayi,2,84
me,2,84
dan,4,84
puras,2,84
wings,1,84
and,1,84
pizza,1,84
My,1,85
manager,1,85
is,1,85
gay,1,85
lol,1,85
so,1,85
ya,2,85
somos,2,85
amiguis,2,85
xD,3,85
I,1,86
want,1,86
sus,2,86
eyes,1,86
they,1,86
idk,1,86
badass,1,86
My,1,87
manager,1,87
is,1,87
so,1,87
cool,1,87
el,2,87
chimuelo,2,87
no,2,87
el,2,87
de,2,87
los,2,87
cute,1,87
eyes,1,87
si,2,87
lol,7,87
Kuzs,4,88
he,1,88
's,1,88
always,1,88
passin,1,88
me,1,88
churros,2,88
and,1,88
all,1,88
that,1,88
good,1,88
shit,1,88
Nomas,2,89
kuzs,1,89
mis,2,89
tattoos,1,89
My,1,90
manager,1,90
's,1,90
name,1,90
is,1,90
gabby,4,90
and,1,90
I,1,90
show,1,90
her,1,90
my,1,90
tattoo,1,90
she,1,90
was,1,90
all,1,90
like,1,90
"""",3,90
awww,1,90
I,1,90
feel,1,90
special,1,90
u,1,90
got,1,90
my,1,90
name,1,90
tatted,1,90
up,1,90
"""",3,90
ha,2,90
se,2,90
emociono,2,90
lol,1,90
Damm,1,91
me,2,91
duele,2,91
mi,2,91
cabezota,2,91
Nohemi,4,92
was,1,92
all,1,92
panikiada,2,92
and,1,92
shit,1,92
too,1,92
cuzs,1,92
she,1,92
thought,1,92
it,1,92
was,1,92
her,1,92
sis,1,92
Pero,2,93
chill,1,93
a,1,93
nigga,1,93
still,1,93
single,1,93
I,1,93
already,1,93
explain,1,93
to,1,93
her,1,93
watt,1,93
I,1,93
mean,1,93
Lmao,1,94
la,2,94
mom,1,94
de,2,94
yazmin,4,94
me,2,94
dijo,2,94
ke,2,94
me,2,94
oigo,2,94
bien,2,94
mamona,2,94
lol,1,94
I,1,95
gotta,1,95
do,1,95
ensalada,2,95
de,2,95
pollo,2,95
for,1,95
my,1,95
English,1,95
class,1,95
lol,1,95
My,1,96
dad,1,96
la,2,96
puso,2,96
a,2,96
mi,2,96
nombre,2,96
since,1,96
I,1,96
was,1,96
lil,1,96
:),3,96
The,1,97
fact,1,97
that,1,97
my,1,97
cuñada,2,97
is,1,97
the,1,97
boss,1,97
>>>>,3,97
My,1,98
fam,1,98
siempre,2,98
me,2,98
echan,2,98
carriya,2,98
cuzs,4,98
of,1,98
the,1,98
tattoo,1,98
its,1,98
funny,1,98
tho,1,98
lol,1,98
We,1,99
all,1,99
here,1,99
waiting,1,99
pa,2,99
ke,2,99
juege,2,99
mex,2,99
:),3,99
Lmao,1,100
my,1,100
dad,1,100
told,1,100
me,1,100
to,1,100
get,1,100
"""",3,100
soy,2,100
una,2,100
estupida,2,100
"""",3,100
tatted,1,100
up,1,100
on,1,100
my,1,100
forehead,1,100
for,1,100
getting,1,100
my,1,100
ex,1,100
name,1,100
tatted,1,100
up,1,100
smh,1,100
it,1,100
was,1,100
funny,1,100
cuz,1,100
my,1,100
friends,1,100
here,1,100
Finally,1,101
ya,2,101
I,1,101
'm,1,101
calm,1,101
after,1,101
everything,1,101
that,1,101
happened,1,101
today,1,101
14,3,102
more,1,102
mins,1,102
pa,2,102
ke,2,102
ya,2,102
me,2,102
vaya,2,102
alv,2,102
Finna,4,103
eat,1,103
summ,1,103
hot,1,103
fries,1,103
w,1,103
chamoy,2,103
later,1,103
on,1,103
:),3,103
At,1,104
least,1,104
ami,2,104
no,2,104
me,2,104
mandaron,2,104
tanto,2,104
a,2,104
la,2,104
chingada,2,104
como,2,104
a,4,104
nohemi,4,104
lmao,1,104
Y,2,105
aya,2,105
nos,2,105
casamos,2,105
y,2,105
te,2,105
presento,2,105
a,2,105
mi,2,105
abuela,2,105
she,1,105
knows,1,105
how,1,105
to,1,105
cook,1,105
so,1,105
u,1,105
do,1,105
n't,1,105
gotta,1,105
worry,1,105
about,1,105
cooking,1,105
for,1,105
me,1,105
lol,1,105
Y,2,106
si,2,106
no,2,106
kieres,2,106
te,2,106
robo,2,106
y,2,106
te,2,106
vas,2,106
conmigo,2,106
a,2,106
mexico,2,106
lol,1,106
Nomas,2,107
te,2,107
kieres,2,107
creer,2,107
bien,2,107
important,1,107
npw,2,107
You,1,108
know,1,108
I,1,108
miss,1,108
u,1,108
so,1,108
why,1,108
I,1,108
gotta,1,108
text,1,108
u,1,108
I,1,108
miss,1,108
u,1,108
if,1,108
u,1,108
already,1,108
know,1,108
tampoko,2,108
te,2,108
emociomes,2,108
lol,1,108
I,1,109
do,1,109
n't,1,109
accept,1,109
both,1,109
of,1,109
yalls,1,109
dare,1,109
no,2,109
no,2,109
no,2,109
el,2,109
coco,2,109
no,2,109
Se,2,110
kemo,2,110
pokito,2,110
but,1,110
fuck,1,110
it,1,110
I,1,111
always,1,111
go,1,111
to,1,111
sleep,1,111
w,7,111
a,1,111
t-shirt,1,111
del,2,111
same,1,111
color,1,111
de,2,111
mis,2,111
boxers,1,111
that,1,111
's,1,111
just,1,111
me,1,111
Me,1,112
and,1,112
nohemi,4,112
are,1,112
waiting,1,112
for,1,112
everyone,1,112
to,1,112
go,1,112
to,1,112
sleep,1,112
so,1,112
we,1,112
can,1,112
male,1,112
summ,1,112
arroz,2,112
con,2,112
leche,2,112
lol,1,112
A,2,113
mi,2,113
me,2,113
decian,2,113
quintina,2,113
kuando,2,113
era,2,113
chikita,2,113
lol,1,113
@_2Gay4You_,3,114
ha,2,114
pos,7,114
have,1,114
fun,1,114
its,1,114
pretty,1,114
te,2,114
subes,2,114
al,2,114
horse,1,114
its,1,114
cute,1,114
lol,1,114
"""",3,115
@_2Gay4You_,3,115
:,3,115
I,1,115
have,1,115
never,1,115
been,1,115
to,1,115
kemah,4,115
tbh,1,115
.,3,115
"""",3,115
Lol,1,115
ta,2,115
bien,2,115
caro,2,115
-.-,3,115
se,2,115
me,2,115
fue,2,115
todo,2,115
cheke,2,115
Then,1,116
en,2,116
un,2,116
game,1,116
oomf,1,116
me,2,116
aplasto,2,116
-.-,3,116
We,1,117
got,1,117
on,1,117
the,1,117
horse,1,117
w,1,117
summ,1,117
teddy,4,117
bears,1,117
and,1,117
un,2,117
alien,2,117
parecia,2,117
ke,2,117
llevavamos,2,117
toda,2,117
la,2,117
fam,2,117
lol,1,117
What,1,118
about,1,118
me,1,118
and,1,118
u,1,118
go,1,118
to,1,118
kemah,4,118
again,1,118
y,2,118
nos,2,118
subimos,2,118
al,2,118
caballo,2,118
lol,1,118
Itzayana,4,119
is,1,119
my,1,119
niña,2,119
travieza,2,119
♥,3,119
@YaretzyOrtiiz,3,120
lol,1,120
nomas,2,120
pokito,2,120
ha,1,120
Bien,2,121
buenota,2,121
lol,1,121
Ah,2,122
!!,3,122
Y,1,122
si,2,122
estoy,2,122
ardido,2,122
I,1,123
'm,1,123
letting,1,123
my,1,123
eyebrows,1,123
grow,1,123
cuzs,1,123
pinche,2,123
vieja,2,123
pendeja,2,123
fucked,1,123
them,1,123
up,1,123
Summ,1,124
people,1,124
do,1,124
n't,1,124
like,1,124
spm,2,124
but,1,124
fuck,1,124
their,1,124
opinion,1,124
ha,1,124
Pero,2,125
komo,2,125
dicen,2,125
hoes,1,125
always,1,125
gonna,1,125
be,1,125
hoes,1,125
Asi,2,126
ke,2,126
ven,2,126
y,2,126
dime,2,126
kuanto,2,126
me,2,126
amas,2,126
asi,2,126
ke,2,126
ven,2,126
y,2,126
dime,2,126
kuanto,2,126
me,2,126
extrañas,2,126
por,2,126
tu,2,126
amor,2,126
yo,2,126
bajaria,2,126
asta,2,126
so,1,126
infinito,2,126
.....,3,126
Made,1,127
a,1,127
mexican,1,127
hamburger,1,127
(,3,127
tortilla,2,127
",",3,127
keso,2,127
",",3,127
jamon,2,127
",",3,127
and,1,127
mayonesa,2,127
),3,127
;),3,127
Eliseo,4,128
calls,1,128
me,1,128
"""",3,128
primate,1,128
"""",3,128
lol,1,128
funny,1,128
or,1,128
"""",3,128
mono,2,128
"""",3,128
Idc,1,129
if,1,129
u,1,129
do,1,129
n't,1,129
like,1,129
tekila,1,129
I,1,129
do,1,129
so,1,129
u,1,129
and,1,129
ur,1,129
opinion,7,129
can,1,129
gtfo,1,129
The,1,130
reason,1,130
why,1,130
I,1,130
'm,1,130
single,1,130
1-,3,130
cuzs,1,130
me,2,130
mandaron,2,130
a,2,130
la,2,130
chingada,2,130
lol,1,130
2-,3,130
cuzs,1,130
I,1,130
'm,1,130
trying,1,130
to,1,130
save,1,130
money,1,130
(,3,130
girls,1,130
are,1,130
expensive,1,130
),3,130
Ni,2,131
me,2,131
akordaba,2,131
lol,1,131
Tomorrow,1,132
i,1,132
gotta,1,132
work,1,132
and,1,132
todavia,2,132
ando,2,132
en,2,132
el,2,132
pedo,2,132
lol,1,132
Waiting,1,133
on,1,133
my,1,133
cuñada,2,133
so,1,133
she,1,133
can,1,133
pick,1,133
me,1,133
up,1,133
to,1,133
go,1,133
to,1,133
work,1,133
(,3,134
el,2,134
ruido,2,134
de,2,134
tus,2,134
zapatos,2,134
),3,134
baby,1,134
that,1,134
's,1,134
still,1,134
your,1,134
song,1,134
;),3,134
I,1,135
was,1,135
gonna,1,135
get,1,135
drunk,1,135
tonight,1,135
pero,2,135
then,1,135
me,2,135
dijieron,2,135
I,1,135
had,1,135
to,1,135
work,1,135
lol,1,135
fml,1,135
Ya,2,136
lo,2,136
se,2,136
ke,2,136
aunke,2,136
tu,2,136
no,2,136
me,2,136
kieras,2,136
yo,2,136
siempre,2,136
te,2,136
rekordare,2,136
mirame,2,136
dime,2,136
ke,2,136
aunke,2,136
te,2,136
pida,2,136
te,2,136
llore,2,136
de,2,136
ruege,2,136
y,2,136
te,2,136
implore,1,136
no,2,136
vas,2,136
a,2,136
volver,2,136
Well,1,137
aver,2,137
ke,2,137
She,1,138
's,1,138
was,1,138
all,1,138
emocionada,2,138
and,1,138
shit,1,138
Lol,1,139
ya,2,139
ni,2,139
yo,2,139
I,1,140
was,1,140
gonna,1,140
go,1,140
a,2,140
vee,1,140
a,1,140
gerardo,4,140
ortiz,4,140
but,1,140
mayne,1,140
its,1,140
to,1,140
fuckin,1,140
cold,1,140
When,1,141
I,1,141
wake,1,141
up,1,141
my,1,141
hairs,1,141
looks,1,141
como,2,141
ke,2,141
lo,2,141
lambio,2,141
la,2,141
vaca,2,141
-.-,3,141
Se,2,142
pasaron,2,142
de,2,142
verga,2,142
con,2,142
este,2,142
cold,1,142
rt,1,142
This,1,143
teacher,1,143
tellin,1,143
us,1,143
we,1,143
gotta,1,143
get,1,143
amrry,1,143
before,1,143
aflojar,2,143
la,2,143
tortilla,2,143
Hopefully,1,144
vaya,2,144
:),3,144
Toda,2,145
mongola,2,145
and,1,145
shit,1,145
And,1,146
when,1,146
I,1,146
see,1,146
u,1,146
siento,2,146
mariposas,2,146
My,1,147
dad,1,147
got,1,147
summ,1,147
tamales,2,147
Alguien,2,148
se,2,148
comio,2,148
mi,2,148
torta,2,148
Lol,1,148
La,2,149
mom,1,149
de,2,149
eliseo,4,149
said,1,149
ke,2,149
tengo,2,149
la,2,149
cabeza,2,149
de,2,149
teletuvi,6,149
smh,1,149
-.-,3,149
This,1,150
girls,1,150
sneak,1,150
out,1,150
and,1,150
are,1,150
like,1,150
"""",3,150
no,2,150
mames,2,150
denle,2,150
lmao,1,150
Y,2,151
de,2,151
pasada,2,151
las,2,151
eyebrows,1,151
Why,1,152
?,3,152
Cuzs,1,152
u,1,152
ai,1,152
n't,1,152
shit,1,152
ni,2,152
mi,2,152
dad,1,152
me,2,152
dice,2,152
ke,2,152
aser,2,152
menos,2,152
tu,2,152
@Janetthhhh_,3,153
lmao,1,153
luego,2,153
buelo,2,153
bien,2,153
gacho,2,153
y,2,153
no,2,153
pulleo,2,153
hoes,2,153
;),3,153
I,1,154
was,1,154
born,1,154
on,1,154
beans,1,154
and,1,154
rice,1,154
oh,1,154
and,1,154
sandwich,1,154
y,2,154
huevo,2,154
(,3,154
danny,4,154
),3,154
lol,1,154
Ke,2,155
al,2,155
diablo,2,155
con,2,155
los,2,155
gaupos,2,155
lol,1,155
But,1,156
the,1,156
her,1,156
mom,1,156
told,1,156
us,1,156
to,1,156
stop,1,156
cuzs,4,156
nos,2,156
ivan,2,156
a,2,156
cachar,2,156
lol,1,156
I,1,157
remember,1,157
when,1,157
me,1,157
and,1,157
oomf,1,157
used,1,157
to,1,157
get,1,157
out,1,157
during,1,157
lunch,1,157
pa,2,157
komprar,2,157
gorditas,2,157
lol,1,157
I,1,158
did,1,158
n't,1,158
went,1,158
to,1,158
1,3,158
and,1,158
ya,2,158
se,2,158
me,2,158
iso,2,158
tarde,2,158
to,1,158
go,1,158
to,1,158
2,3,158
mmmm,1,158
I,1,159
mias,2,159
chavez,4,159
rt,7,159
50$,3,160
por,2,160
un,2,160
VIP,1,160
lap,1,160
dance,1,160
@83Marijose,3,161
yess,1,161
es,2,161
mi,2,161
primer,2,161
dia,2,161
en,2,161
la,2,161
milby,1,161
lol,1,161
El,2,162
guy,1,162
ke,2,162
esta,2,162
atras,2,162
de,2,162
mi,2,162
ta,2,162
heart,1,162
broken,1,162
I,1,163
need,1,163
otros,2,163
3,3,163
months,1,163
and,1,163
then,1,163
maybe,1,163
Kuzs,1,164
I,1,164
mean,1,164
nomas,2,164
tengo,2,164
like,1,164
1,3,164
month,1,164
single,1,164
I,1,165
have,1,165
the,1,165
chance,1,165
to,1,165
go,1,165
out,1,165
w,1,165
her,1,165
pero,2,165
I,1,165
know,1,165
I,1,165
'm,1,165
just,1,165
gonna,1,165
hurt,1,165
her,1,165
@Nathaliaa_Bitch,3,166
I,1,166
can,1,166
n't,1,166
lmao,1,166
me,2,166
mandaromandarins,6,166
bien,2,166
bonito,2,166
alv,2,166
ha,1,166
In,1,167
class,1,167
toda,2,167
sleepy,1,167
That,1,168
's,1,168
why,1,168
I,1,168
'm,1,168
going,1,168
w,1,168
her,1,168
pa,2,168
ke,2,168
me,2,168
de,2,168
una,2,168
advil,4,168
lol,1,168
