token,label,sentence_id
en,2,73
mi,2,73
cama,2,73
esperando,2,73
que,2,73
de,2,73
alguna,2,73
manera,2,73
se,2,73
hagan,2,73
...,3,73
como,2,74
es,2,74
posible,2,74
que,2,74
dormi,2,74
tanto,2,74
y,2,74
quiero,2,74
seguir,2,74
durmiendo,2,74
...,3,74
dormí,2,75
15,3,75
horas,2,75
...,3,75
este,2,76
dia,2,76
se,2,76
me,2,76
ha,2,76
hecho,2,76
eterno,2,76
esta,2,77
urbanisacion,2,77
es,2,77
enorme,2,77
...,3,77
que,2,78
empieze,2,78
ya,2,78
!,3,78
@saocopapi,3,79
a,2,79
mi,2,79
tambien,2,79
me,2,79
dio,2,79
!,3,79
-.-,3,79
voy,2,79
a,2,79
llorar,2,79
!,3,79
no,2,80
hay,2,80
nadie,2,80
en,2,80
la,2,80
escuela,2,80
todavia,2,80
cual,2,80
es,2,80
proposito,2,80
....,3,80
escondiendonos,2,81
...,3,81
JA,2,81
!,3,81
quiero,2,82
café,2,82
ahora,2,82
!,3,82
@esthimarie,3,83
graciass,2,83
:),3,83
@esthimarie,3,84
oka,1,84
@NEWdanicsierra,3,85
como,2,85
pagamos,2,85
pal,2,85
de,2,85
$$$,3,85
por,2,85
mañana,2,85
yo,2,85
no,2,85
me,2,85
lo,2,85
quito,2,85
:),3,85
@esthimarie,3,86
ustedes,2,86
pidieron,2,86
las,2,86
camisas,2,86
exactas,2,86
?,3,86
pq,2,86
mi,2,86
mama,2,86
se,2,86
antojo,2,86
de,2,86
una,2,86
ahora,2,86
-.-,3,86
el,2,87
rotulo,2,87
del,2,87
baño,2,87
:,3,87
"""",3,87
orine,2,87
feliz,2,87
",",3,87
orine,2,87
contento,2,87
pero,2,87
por,2,87
favor,2,87
orine,2,87
adentro,2,87
..,3,87
"""",3,87
:'),3,87
hoy,2,88
me,2,88
siento,2,88
bien,2,88
senior,1,88
...,3,88
me,2,89
queje,2,89
de,2,89
las,2,89
preguntas,2,89
por,2,89
dos,2,89
horas,2,89
...,3,89
las,2,89
termine,2,89
en,2,89
menos,2,89
de,2,89
media,2,89
hora,2,89
ni,2,90
el,2,90
header,1,90
he,2,90
hecho,2,90
....,3,90
por,2,91
que,2,91
me,2,91
levante,2,91
?,3,91
-.-,3,91
va,2,92
tener,2,92
un,2,92
hijo,2,92
...,3,92
confrsion,2,92
es,2,92
mio,2,92
!,3,92
pregunta,2,93
del,2,93
semestre,2,93
:,3,93
"""",3,93
para,2,93
donde,2,93
te,2,93
vas,2,93
a,2,93
estudiar,2,93
?,3,93
"""",3,93
este,2,94
cielito,2,94
lindo,2,94
!,3,94
:),3,94
no,2,95
siento,2,95
mis,2,95
piernas,2,95
-.-,3,95
cuando,2,96
se,2,96
quito,2,96
la,2,96
camisa,2,96
>>,3,96
la,2,97
gente,2,97
que,2,97
no,2,97
fue,2,97
por,2,97
cobarde,2,97
se,2,97
lo,2,97
perdio,2,97
!,3,97
@christ1226,3,98
uhh,0,98
se,2,98
ven,2,98
cabronas,2,98
:),3,98
@esangiecarajo,3,99
lo,2,99
que,2,99
tu,2,99
digas,2,99
jajajaja,2,99
antes,2,100
de,2,100
comer,2,100
:,3,100
"""",3,100
cállate,2,100
no,2,100
me,2,100
hables,2,100
",",3,100
te,2,100
odio,2,100
"""",3,100
despues,2,100
de,2,100
comer,2,100
:,3,100
"""",3,100
cállate,2,100
no,2,100
me,2,100
hables,2,100
",",3,100
estoy,2,100
feliz,2,100
"""",3,100
@esangiecarajo,3,101
yo,2,101
?,3,101
@vickybichawang,3,102
jajaja,2,102
yo,2,102
se,2,102
que,2,102
es,2,102
sm,1,102
no,2,102
es,2,102
pa,2,102
mi,2,102
",",3,102
pero,2,102
queria,2,102
contestar,2,102
jajaajajaj,2,102
@esangiecarajo,3,103
embrace,2,103
mis,2,103
toterias,2,103
jajaja,2,103
normal,2,104
@esangiecarajo,3,105
te,2,105
pasa,2,105
!,3,105
@esme1470,3,106
la,2,106
indesición,2,106
mata,2,106
jajaj,2,106
@esangiecarajo,3,107
se,2,107
sabe,2,107
las,2,107
canciones,2,107
!,3,107
JAAJAJ,2,107
se,2,108
me,2,108
olvido,2,108
que,2,108
hoy,2,108
yo,2,108
trabajo,2,108
...,3,108
@Jdulzaides23,3,109
ahora,2,109
quiero,2,109
saber,2,109
..,3,109
@Jdulzaides23,3,110
no,2,110
se,2,110
supone,2,110
@fabiolad_ruin,3,111
hasta,2,111
el,2,111
caballo,2,111
quiere,2,111
de,2,111
eso,2,111
...,3,111
@paolancc4,3,112
@vickybichawang,3,112
jajaja,2,112
te,2,112
vas,2,112
a,2,112
reir,2,112
!,3,112
jajaja,2,112
no,2,112
te,2,112
vi,2,112
hoy,2,112
:(,3,112
no,2,113
se,2,113
si,2,113
ir,2,113
hoy,2,113
ya,2,113
que,2,113
nadie,2,113
me,2,113
quiere,2,113
llevar,2,113
...,3,113
@paolancc4,3,114
ya,2,114
tengo,2,114
set,1,114
lo,2,114
que,2,114
vas,2,114
a,2,114
bailar,2,114
en,2,114
la,2,114
entrada,2,114
!,3,114
verdad,2,114
@vickybichawang,3,114
JAJAJAJA,2,114
:,3,114
',3,114
D,3,114
@vivivazq,3,115
@adrianadanner,3,115
jajaja,2,115
libertad,2,115
pfftt,0,115
que,2,115
es,2,115
eso,2,115
?,3,115
@fabiolad_ruin,3,116
@colon_andre,3,116
*,3,116
yo,2,116
dejo,2,116
para,2,116
la,2,116
imaginacion,2,116
...,3,116
@fabiolad_ruin,3,117
@colon_andre,3,117
habla,2,117
claro,2,117
a,2,117
nadie,2,117
le,2,117
gusta,2,117
usar,2,117
pantalones,2,117
...,3,117
te,2,117
impide,2,117
tanto,2,117
jajaja,2,117
esperando,2,118
por,2,118
ti,2,118
...,3,118
mi,2,119
cara,2,119
esta,2,119
tan,2,119
roja,2,119
como,2,119
el,2,119
emoji,1,119
encabronado,2,119
...,3,119
tengo,2,120
que,2,120
dormir,2,120
pero,2,120
no,2,120
puedo,2,120
mañana,2,121
voy,2,121
a,2,121
estar,2,121
todo,2,121
el,2,121
dia,2,121
con,2,121
sueño,2,121
probablemente,2,121
@natigvila,3,122
se,2,122
nota,2,122
que,2,122
ella,2,122
es,2,122
ciega,2,122
jajajaj,2,122
ella,2,122
es,2,122
un,2,122
palillo,2,122
deseo,2,123
acabar,2,123
con,2,123
todo,2,123
ya,2,123
y,2,123
dormir,2,123
"""",3,124
@esangiecarajo,3,124
:,3,124
@arianaasalgado,3,124
DÓNDE,2,124
TU,2,124
ESTÁS,2,124
?,3,124
!?!!!,3,124
"""",3,124
en,2,124
mi,2,124
cama,2,124
desangrandome,2,124
y,2,124
estudiando,2,124
..,3,124
creo,2,124
que,2,124
llego,2,124
mas,2,124
tarde,2,124
hoy,2,124
:/,3,124
estoy,2,125
demasiada,2,125
confiada,2,125
en,2,125
que,2,125
mañana,2,125
no,2,125
voy,2,125
@alexandrarosado,3,126
esta,2,126
facil,2,126
...,3,126
yo,2,126
lo,2,126
que,2,126
no,2,126
hise,2,126
fueron,2,126
los,2,126
dbq,1,126
@alexandrarosado,3,127
era,2,127
un,2,127
chistesito,2,127
obviamente,2,127
leer,2,127
no,2,127
es,2,127
una,2,127
obsción,2,127
...,3,127
@christ1226,3,128
es,2,128
esta,2,128
semana,2,128
o,2,128
la,2,128
que,2,128
viene,2,128
?,3,128
@pmva95,3,129
eso,2,129
no,2,129
hace,2,129
sentido,2,129
"""",3,130
@PattyB_14,3,130
:,3,130
Alguien,2,130
hizo,2,130
las,2,130
preguntas,2,130
de,2,130
español,2,130
?,3,130
😩,3,130
"""",3,130
ja,2,130
!,3,130
nop,2,130
@alexandrarosado,3,131
yo,2,131
la,2,131
tengo,2,131
a,2,131
ultima,2,131
JA,2,131
..,3,131
envdd,2,131
estoy,2,131
dependiendo,2,131
en,2,131
que,2,131
me,2,131
dejen,2,131
faltar,2,131
yo,2,131
no,2,131
he,2,131
hecho,2,131
nada,2,131
de,2,131
nada,2,131
@paolancc4,3,132
ya,2,132
yo,2,132
pregunte,2,132
jajaj,2,132
@PattyB_14,3,133
tu,2,133
ya,2,133
la,2,133
hiciste,2,133
?,3,133
@PattyB_14,3,134
pffftt,0,134
JA,2,134
!,3,134
yo,2,134
no,2,134
he,2,134
llegado,2,134
a,2,134
mi,2,134
casa,2,134
:/,3,134
y,2,134
son,2,134
un,2,134
cojon,2,134
de,2,134
ejercisios,2,134
@paolancc4,3,135
@sarah6sofia9,3,135
del,2,135
papel,2,135
ese,2,135
mañana,2,135
lo,2,135
hacemos,2,135
en,2,135
clase,2,135
y,2,135
igual,2,135
cn,2,135
el,2,135
de,2,135
apush,1,135
@PattyB_14,3,136
JAJAJAJJ,2,136
@mememecaigo,3,137
@isatpc,3,137
JA,2,137
ese,2,137
examen,2,137
fue,2,137
un,2,137
chiste,2,137
!,3,137
@mememecaigo,3,138
que,2,138
si,2,138
que,2,138
!,3,138
explicando,2,139
todo,2,139
con,2,139
metáforas,2,139
...,3,139
@esangiecarajo,3,140
exacto,2,140
jajajaa,2,140
tengo,2,141
mil,2,141
cosas,2,141
para,2,141
adelantar,2,141
y,2,141
no,2,141
tengo,2,141
tiempo,2,141
para,2,141
hacerlas:'(,2,141
@PattyB_14,3,142
@mememecaigo,3,142
todos,2,142
ayer,2,142
JAJAJA,2,142
@esangiecarajo,3,143
porquee,2,143
?,3,143
@mememecaigo,3,144
de,2,144
luto,2,144
por,2,144
hoy,2,144
..,3,144
#todossomosmartirio,2,144
@esangiecarajo,3,145
tiene,2,145
un,2,145
valentine,1,145
y,2,145
no,2,145
soy,2,145
yo,2,145
:/,3,145
JA,2,145
@mememecaigo,3,146
siempre,2,146
no,2,147
quiero,2,147
saber,2,147
mas,2,147
de,2,147
azucar,2,147
por,2,147
un,2,147
rato,2,147
...,3,147
@esangiecarajo,3,148
yo,2,148
!,3,148
no,2,149
se,2,149
que,2,149
sentir,2,149
...,3,149
@yandiaflandia,3,150
en,2,150
serio,2,150
!,3,150
tengo,2,150
una,2,150
migraña,2,150
!,3,150
este,2,151
dolor,2,151
de,2,151
cabeza,2,151
no,2,151
me,2,151
deja,2,151
estudiar,2,151
...,3,151
No,2,152
puede,2,152
ser,2,152
:D,3,152
@christ1226,3,153
@esangiecarajo,3,153
quien,2,153
te,2,153
crees,2,153
tu,2,153
!,3,153
mandandola,2,153
a,2,153
callar,2,153
!,3,153
a,2,153
que,2,153
te,2,153
palto,2,153
!,3,153
@esangiecarajo,3,154
lo,2,154
sigo,2,154
leyendo,2,154
y,2,154
me,2,154
meo,2,154
de,2,154
la,2,154
risa,2,154
!,3,154
@esangiecarajo,3,155
tu,2,155
foto,2,155
me,2,155
hiso,2,155
el,2,155
dia,2,155
!,3,155
jajaja,2,155
una,2,156
flor,2,156
de,2,156
papel,2,156
..,3,156
JA,2,156
!,3,156
todos,2,157
los,2,157
dias,2,157
es,2,157
lo,2,157
mismo,2,157
...,3,157
se,2,157
que,2,157
te,2,157
tengo,2,157
que,2,157
prestar,2,157
atención,2,157
",",3,157
pero,2,157
no,2,157
ya,2,157
esto,2,157
se,2,157
acabo,2,157
no,2,157
quiero,2,157
más,2,157
de,2,157
ti,2,157
.,3,157
*,3,157
dialogo,2,157
con,2,157
mis,2,157
libros,2,157
*,3,157
@LoubrielClaudia,3,158
jajajajajja,2,158
@vivivazq,3,159
@adrianadanner,3,159
jajajajajaj,2,159
infieres,2,159
bien,2,159
...,3,159
@vivivazq,3,160
@adrianadanner,3,160
jajajaja,2,160
pero,2,160
a,2,160
ella,2,160
le,2,160
quedo,2,160
esa,2,160
charreria,2,160
...,3,160
yo,2,161
no,2,161
estoy,2,161
mentalmente,2,161
preparada,2,161
para,2,161
decir,2,161
donde,2,161
voy,2,161
a,2,161
estudiar,2,161
y,2,161
vivir,2,161
por,2,161
cuatro,2,161
años,2,161
de,2,161
mi,2,161
vida,2,161
en,2,162
3,3,162
meses,2,162
...,3,162
"""",3,163
@mayarodriguez96,3,163
:,3,163
@arianaasalgado,3,163
no,2,163
tengo,2,163
con,2,163
quien,2,163
salir,2,163
mojona,2,163
jajajajaja,2,163
"""",3,163
por,2,163
esa,2,163
misma,2,163
hosyilidad,2,163
no,2,163
tienes,2,163
con,2,163
quien,2,163
salir,2,163
...,3,163
jajaja,2,163
@mayarodriguez96,3,164
jajajajaj,2,164
@mayarodriguez96,3,165
vaga,2,165
tu,2,165
tienes,2,165
carro,2,165
...,3,165
jajaja,2,165
baño,2,166
frío,2,166
ahora,2,166
mismo,2,166
>>,3,166
"""",3,167
@NEWdanicsierra,3,167
:,3,167
@vickybichawang,3,167
el,2,167
día,2,167
que,2,167
entienda,2,167
tus,2,167
tiraeras,2,167
sería,2,167
un,2,167
día,2,167
productivo,2,167
"""",3,167
jajajaja,2,167
yo,2,167
tambien,2,167
quisiera,2,167
saber,2,167
de,2,167
que,2,167
hablas,2,167
@esangiecarajo,3,168
jajajajaja,2,168
no,2,168
fue,2,168
el,2,168
unico,2,168
que,2,168
me,2,168
lo,2,168
menciono,2,168
...,3,168
es,2,168
como,2,168
que,2,168
ohh,2,168
gracias,2,168
no,2,168
estaba,2,168
conciente,2,168
tu,2,168
sabes,2,168
porque,2,168
no,2,168
tengo,2,168
espejos,2,168
.,3,168
@natl8,3,169
tiene,2,169
poderes,2,169
",",3,169
te,2,169
lo,2,169
juro,2,169
...,3,169
hoy,2,170
vi,2,170
a,2,170
mi,2,170
nuevo,2,170
amor,2,170
platonico,2,170
..,3,170
me,2,171
contaron,2,171
cosas,2,171
que,2,171
no,2,171
supero,2,171
...,3,171
odio,2,172
el,2,172
proceso,2,172
de,2,172
preparación,2,172
ya,2,173
llegue,2,173
al,2,173
punto,2,173
de,2,173
que,2,173
ni,2,173
tengo,2,173
que,2,173
preguntar,2,173
...,3,173
@PattyB_14,3,174
para,2,174
donde,2,174
tu,2,174
vayas,2,174
hun,1,174
!,3,174
jaja,2,174
no,2,174
se,2,174
..,3,174
para,2,174
donde,2,174
vamos,2,174
?,3,174
¿,3,175
qué,2,175
comer,2,175
?,3,175
"""",3,176
Picheale,2,176
al,2,176
gym,7,176
",",3,176
comete,2,176
un,2,176
mantecado,2,176
...,3,176
"""",3,176
"""",3,177
@mememecaigo,3,177
:,3,177
@arianaasalgado,3,177
todavia,2,177
estas,2,177
picá,2,177
"""",3,177
bien,2,177
cabron,2,177
!,3,177
me,2,178
entere,2,178
que,2,178
hay,2,178
tipo,2,178
ahi,2,178
que,2,178
se,2,178
copio,2,178
de,2,178
mi,2,178
avi,1,178
..,3,178
:o,3,178
que,2,178
se,2,178
cree,2,178
?,3,178
despues,2,179
de,2,179
ayer,2,179
le,2,179
cogí,2,179
cosa,2,179
a,2,179
los,2,179
guineos,2,179
me,2,180
quede,2,180
dormida,2,180
ayer,2,180
no,2,180
comi,2,180
ni,2,180
estudie,2,180
...,3,180
levantarme,2,180
hoy,2,180
no,2,180
vale,2,180
la,2,180
pena,2,180
"""",3,181
@aleeisaabeel,3,181
:,3,181
Bueno,2,181
gracias,2,181
al,2,181
guineo,2,181
de,2,181
ayer,2,181
no,2,181
tengo,2,181
falda,2,181
para,2,181
la,2,181
escuela,2,181
😊,3,181
"""",3,181
yo,2,181
no,2,181
tengo,2,181
camisa,2,181
limpia,2,181
...,3,181
jajaja,2,181
@esangiecarajo,3,182
contestame,2,182
!,3,182
@p_cabrero,3,183
jaajaja,2,183
en,2,183
serio,2,183
?,3,183
yo,2,183
ahi,2,183
siempre,2,183
diciendo,2,183
el,2,183
nombre,2,183
mal,2,183
:/,3,183
@esangiecarajo,3,184
vamos,2,184
a,2,184
pichar,2,184
y,2,184
a,2,184
irnos,2,184
a,2,184
desayunar,2,184
!!,3,184
@mememecaigo,3,185
que,2,185
paso,2,185
?,3,185
@natigvila,3,186
me,2,186
maltrato,2,186
con,2,186
un,2,186
guineo,2,186
-.-,3,186
tengo,2,187
el,2,187
labio,2,187
y,2,187
mitad,2,187
de,2,187
la,2,187
cara,2,187
roja,2,187
...,3,187
Mi,2,188
clase,2,188
senior,1,188
es,2,188
especial,2,188
...,3,188
tirando,2,188
guineos,2,188
al,2,188
abanico,2,188
para,2,188
ver,2,188
que,2,188
pasa,2,188
!,3,188
Resultado,2,188
explota,2,188
y,2,188
me,2,188
da,2,188
en,2,188
la,2,188
cara,2,188
:/,3,188
GUINEO-FETA,2,189
...,3,189
JAJAJAJA,2,189
me,2,189
duele,2,189
cc,0,189
Me,2,190
metieron,2,190
con,2,190
un,2,190
guineo,2,190
en,2,190
la,2,190
cara,2,190
!,3,190
JAJAJAJJAJ,2,190
"""",3,191
@mememecaigo,3,191
:,3,191
@arianaasalgado,3,191
pobre,2,191
de,2,191
ti,2,191
"""",3,191
