text	label	source
@TransitoPR cuidado en Rexville plaza aparente asesinato en el Parking por popeyes .	negative	LINCE
RT @jincho236 : 🚨 RT 🚨 RT 🚨 RT 🚨 Si lo han visto Por Favor , comuniquense DM o Llamen , Gracias 🚨 RT 🚨 RT 🚨 RT 🚨 https://t.co/ouwaQ77GRE	negative	LINCE
RT @amgarcia10 : " Senior year es un paseo " QUIEN CARAJO DIJO SEMEJANTE MENTIRA	negative	LINCE
RT @isabella_orm : Ideas de promposal de mis amigas = public humiliation	negative	LINCE
@AEEONLINE SANTA ROSA I SEC LOS LOPEZ SIN LUZ !! !	negative	LINCE
He tenido problemas con los planos de Gopro que tengo para el vlog . Tengo que recuperarlos y va a tardar , así que EL VLOG SE SUBE MAÑANA .	negative	LINCE
48 min . y nada pasa , me paro a ir al baño y me reciben con " te perdiste el golazo " .. . ok ya no me voy a mover	negative	LINCE
RT @javi10m : Cuando le dedicas un tierno y creativo Promposal .. . Pero te dicen que NO #habichuelastiernas #prom ? https://t.co/ad06fvZfyN	negative	LINCE
Retweet si encuentras los errores .. . @NEGROPR76 http://t.co/CVcTzqN4Ar	negative	LINCE
RT @nicky9_94 : Necesito un hogar ! RT Please !! ! Soy macho ! 🐶🐶🐶🐶🚨🚨🚨🚨🚨 https://t.co/kEXDZVC6hm	negative	LINCE
el update de sc esta raro cc .. .	negative	LINCE
Se trata de perspectiva , Porqué sabia a carajo . #anibalelchef #manvsfood http://t.co/zl6s6ylMxA	negative	LINCE
RT @isatpc : Estoy a 8 días de acabar mi año senior . ¿ Tu crees que a estas alturas me importa un carajo ?	negative	LINCE
@Yon_yei you have no idea 😔	negative	LINCE
El cabron ni se movio .. obviamente van a meter goal	negative	LINCE
Que struggle es no saber que comer	negative	LINCE
Ajjaja , @hectorelcrack no dirás lo mismo cuando un dia de estos te carrilee a global ofensive ! XD	negative	LINCE
RT @beatrizmiami : Hoy @YSEA #participantes @TelemundoFansM @Telemundo @macduggal @pinedacovalin @CloverCanyon @Versace @AdriannaPapell #sty …	negative	LINCE
Cuando te invitan a un party , no vas y ves un snap del party con la canción sk8ter boy de Avril Lavigne sabes q tomaste la decisión correcta	negative	LINCE
Te vas con #Elvacilondelagatita Vacilon Night out a #Bongos #Hollywood Cena Bebida y mucho vacilon .… http://t.co/SeTjVgMDG1	negative	LINCE
Yo no sé si es el stress del MCAT lo que me tiene no soportando a NADIE o qué , pero cualquier bobería que me dicen o leo me está MALO CC .	negative	LINCE
RT @charleen_m : Yo trato de estar de buen humor pero la gente siempre la fucking caga	negative	LINCE
RT @Monicar1226 : Empezar mañana mi ultimo semestre en montessori es como el peor y mejor feeling del mundo 😳😐	negative	LINCE
Estuve todo el día muriendome de sueño . 3AM y yo estoy active . #MiDiosEstaPasao	negative	LINCE
RT @anapaolaelias : " Aprende a tweet " jodia puta huelebicha	negative	LINCE
@SinIdeaDeNombre daaamn . Justas , practicas , presentaciones , exámenes . Shit 's real man	negative	LINCE
RT @Amanda3Carolina : Puesta pal nap con la patita echá	negative	LINCE
Cabrones en Dennys había un tipo un pin de Trump en la camisa y el carro lleno de stickers apoyando a Trump . What the freaking hell ?	negative	LINCE
RT @Kapollone : RAP GAMER !! Me ayudais con un Rt " brocolis " @Kronnomc y @ZarcortGame ? xD https://t.co/6G2j0DCOLe https://t.co/fSwCAjbmg1	negative	LINCE
RT @shairivera__ : no sé cómo pretendo envolverme si le picheo a to ' el mundo 🤔	negative	LINCE
Hacer brownies y que se lo acaben sin que lo llegues a probar . Ok	negative	LINCE
Cual es la necesidad de darle RT a cuanta mierda comentan en tu tweets ?? 🙄🤔	negative	LINCE
RT @Omarfantastic96 : Cuando tienes el playlist en shuffle . https://t.co/pSjW7YjzQS	negative	LINCE
Aveces la gente se olvida que tras la pantalla y el Youtuber hay una persona , y muchos comentarios pueden ofender , hora de hacer un rap .	negative	LINCE
RT @bryantmyers_ : Tú quieres saber si Myers hace to lo que canta	negative	LINCE
@cecilia_bt okay okay . Pues yo estoy freaking out . Paro de estudiar porque es tarde y estoy cansada y siento que estoy perdiendo el tiempo 😩	negative	LINCE
Vivimos en in Mundo tan Falso y mediocre . El Infierno es aqui mismo en la Tierra , el peor este sistema lo vivimos en este pais ! #usasucks	negative	LINCE
" Hoy estamos de luto , Georgia Tech perdió " ok dad	negative	LINCE
Wendy Williams es una de las personas más basura en daytime TV .	negative	LINCE
El album de zayn no esta tan bueno .. . Fo realz .. . Tiene como 3-4 canciones buenas	negative	LINCE
@tadanaa Chequea mi dm .	negative	LINCE
Le he preguntado mínimo a 11 personas y ninguno tiene fucking guantes blancos , perf , perf	negative	LINCE
blah , dna , blah , mutaciones , BCRA1 , blah , RNAi , operón de lactosa , blah , regulación , cáncer .. .	negative	LINCE
RT @giovaavictoriaa : * silently whispers " buen provecho " to myself because i 'm surrounded by americans *	negative	LINCE
RT @t0ucet : vivo en un constante * sigh *	negative	LINCE
Wow que trajes mas feos se ponen estas tipas pal prom 😹	negative	LINCE
RT @ariana_isabelle : ¿ Para esto me cancelaron mi ring ?	negative	LINCE
you had one job .. . autogoal no es uno de ellos	negative	LINCE
@GiaVq nena estos días han estado nasty ! Entre a las 4am vi tu llamada a las 2am .	negative	LINCE
RT @ale__figueroa : Tengo que ponerme fit de que ya 💩	negative	LINCE
C pone mas fea la cosa : Según @787NewsNetwork Trailer Bridge , Inc ., 1 d 4 compañías navieras que trae bienes a Puerto Rico radica QUIEBRA .	negative	LINCE
@hectorgfigueroa @dccsierra wow Daniella , las blue ladies no se supone que cometan errores como este	negative	LINCE
RT @JuanLoPrende : No le bajo la luna pero cuando quiere le bajo los panties .. .	negative	LINCE
JUSTIN PLS PARA DE COPIARTE . SEAMOS AMIGOS O ALGO YO QUÉ SÉ , PERO STAHP .	negative	LINCE
El bacon huele tan ricoooo	negative	LINCE
@taniaspontania Naps .. . reason #1 why I have n't studied jajajaj	negative	LINCE
@esangie023 ya se .. . y me entero por un tweet de Daniela ! Niggah you is wack :/	negative	LINCE
Mezclando más de 40 minutos GOOD Morning Grupo ! Feliz Viernes #elvacilondelaGatita https://t.co/85Gxn4wS4T	neutral	LINCE
RT @__npao : JAJAJAJAJ WTF @naataleer https://t.co/MqooAROFKV	neutral	LINCE
RT @alexandrarosado : bueno this is it , make it count because this is going to be just one last time #thefinalcountdown	negative	LINCE
@Mayra_Victoria esta super nice but I 'm still cold jajaja	neutral	LINCE
Con algunas de mis alumnas en Imagen Modeling by La Gatita . #halloween https://t.co/WrNnvwVXGl	neutral	LINCE
Tip #3 : Toda historia tiene un principio . Empieza la tuya con el app Lists for Writers : https://t.co/wtT6AO1UB5 . https://t.co/FZzF0h7xhY	negative	LINCE
@gasolinadrink 🍹 Las q nunca han faltado en la nevera está #Navidad2015 🎉🎄 #sorrynotsorry https://t.co/iGsUH8prVP	neutral	LINCE
CUAL TE GANAS DE COMER AHORA MISMO ? #DOUGHNUTS #COOKIES #ICECREAM #CHOCOLATE https://t.co/FiVZtZbjHn	neutral	LINCE
Me perderé el Pep Rally por estar estudiando . Sufro .	negative	LINCE
@dccsierra ¿ por que ese retweet ? Ewww .	neutral	LINCE
Y si no juegas a Far Cry Primal no entenderás nada y para ti sólo estoy diciendo palabras al azar . Ya me callo .	negative	LINCE
RT @Hommy97 : Otro compañero muerto en batalla . #FriendZone http://t.co/eqa8fcPIAM	negative	LINCE
@esangiecarajo JAJAJAJJAJAJ #noshame	neutral	LINCE
Todavia el final de HIMYM gives me the feels 😥	neutral	LINCE
Gracias !! El punto mas preocupante para mi es el #2 .. . gracias US government ! http://t.co/mQh6GEm7l6	negative	LINCE
Por este medio quiero anunciarles que volvió mi snapchat filter favorito : el del gatito . #PoltaNadie	neutral	LINCE
Palm leaves 🌴 beach vibes 🌴 crop top disponible en nuestra tienda #salhuastore #clothing #beach #allyouneedisecuador https://t.co/FVDIOl3WkT	neutral	LINCE
RT @Danieel_Diaaz : No me digas que me calme o que deje el show , yo estaba a punto de , pero tú viniste y me extendiste mi encojonamiento por …	negative	LINCE
#selfie #goinghome #off #nomorework #happy #needtorest A descansar un poco ! #weekend #traveling http://t.co/KwPFa4mnpE	neutral	LINCE
La fiesta de @elzol1067fm y #teamlagatita en #Toyota of #SouthFlorida . Ven para aca para el mejor … http://t.co/rLgkbMNQfZ	neutral	LINCE
Look de hoy en @Univision #MQB @chinoynacho #stilemillateam y a mi @clarapablo ya Hasta de stylist tambien love u http://t.co/cL0rAyUr	neutral	LINCE
@fabiolad_ruin Jajajajaj asi es que se dice cuando te parkeas cm que with no fucks given :)	neutral	LINCE
RT @BubblyRobinson : donald trump 's sons kill ( endangered ) animals for fun . 🐸☕️ can y 'all make this go viral or https://t.co/oWNTuy4wfz	negative	LINCE
Big fashion NO ! Aunque Estes viajando esto no es aceptable ! 👎 No vio nuestro segmt en @UnNuevoDia @MarimasM http://t.co/jd02zRmu	negative	LINCE
Stalking a @gegonzalezdiaz porque , ¿ por qué no ?	neutral	LINCE
@JavierJose__ Voy bby .	neutral	LINCE
Canción de YOUTUBERS LIFE terminada con @ThisIsTheFatRat !! ! Prontitoooo nuevo temazo !! !! fiyahh !! 🔥🔥😁	positive	LINCE
@fairy0821 y la pared para el malll mega full , tirate el page de ya llego .	neutral	LINCE
puedo seguir poniendo pics en insta o soy muy annoying ?	neutral	LINCE
RT @MrDamnHeTall12 : La noche está para una movie y una copa de vino .. ..	neutral	LINCE
RT @n_nanoshka : No sé porque es , pero siempre estoy para conversaciones deep .	negative	LINCE
@titoo106 i guesss pero me da dermatitis . So aunque beba mucha sprite no me da . Y no puedo bregaL con el agua namás 😔 #Ser éGorda	negative	LINCE
@nogguera yo no te he dado permiso para un " date " pff	neutral	LINCE
RT @_karlawarla : No hay cosa más graciosa que los flashbacks el día después del jangueo .	neutral	LINCE
RT @forest_gronski : Fifty shades of mi apa https://t.co/Ld0EQTW370	neutral	LINCE
RT @_frasesfutbol_ : Curiosa forma de hacer ping pong https://t.co/GAJF1GVssK	neutral	LINCE
No me preocupa spam tw a esta hr cause casi nunca hay gente sou #yolo	neutral	LINCE
No saben lo mucho que me duele cuando los de Baskin me dicen que no tienen mantecado de Rainbow	positive	LINCE
No había wifi y por eso no he podido subir vlog . MAÑANA HABRÁ . I PROMISE .	neutral	LINCE
RT @kimbe_nicole : " mi último follower 🌚 " #TwitterPal2013	neutral	LINCE
RT @ricksamar : " Never trashy " excepto cuando sale Jowell y Randy , ahi hay break y excusa	negative	LINCE
Un adelantito de lo que tengo para #premiostumundo #wardrobe #vestuario ya estamos listos #styling … http://t.co/mMHKDhgxLc	negative	LINCE
Wish . Smile . Enjoy Desea . Sonrie . Disfruta #Urbanvibes mood #newcollection #hechoenecuador #dress https://t.co/MqeuqoAvtF	neutral	LINCE
Nunca pensé que " bruh " me frustraría tanto	neutral	LINCE
@esthimarie @zapi_z Llore tanto wow ! Me dolio	negative	LINCE
RT @PuertoRicoPUR : ¡ Orgullo Boricua ! MT @FIVBVolleyball : Wow !! What a match !! #PuertoRico just beat #Spain 3-2 for their 2nd pool G win htt …	positive	LINCE
RT @DomyftBurger : @Kronnomc te hicimos una pequeña sorpresa ¡ Esperemos que te recuperes pronto ! Te queremos 😢💕 #ProjectForBabyKronno https …	negative	LINCE
RT @NattBanks : " tweet not found " MIRA PUÑETA YO LO ESTOY VIENDO	negative	LINCE
RT @_aimeecollazo : FUCKING LITERAL https://t.co/BKh8p7U9y8	neutral	LINCE
RT @7CristianJoel : mis tweets no son dedicados a nadie , so no te piques y tampoco te emociones	neutral	LINCE
Holly shit #LoSientoNoPuedoParar D: https://t.co/n3ASpDUFLH	negative	LINCE
No hay ninguna noche aqui que no viene una ambulamcia .. . dear gringos , learn how to control your alcohol	negative	LINCE
Trabajando y creamer #elvacilondelaGatita https://t.co/tlh6pmXG5l	neutral	LINCE
RT @hilda_cordova3 : MOTIVENSE QUE ESTO ES YAAAA 🚨 DM PARA LISTA PQ QUEDAN POCOS ESPACIOS !! ! https://t.co/raUQHDCXwO	neutral	LINCE
Colores #trending #Nude de mis labiales preferidos #mac #nyc NYC es una marca mucho más … https://t.co/LYRfBgVWjv	negative	LINCE
RT @JordiWild : Ver a @vegetta777 haciendo freestyles en el hotel es algo impagable xD	neutral	LINCE
Entre salirle extremadamente bicha o semi-nice escogí la segunda opción for his sake y mi paz interior	neutral	LINCE
@AnnaGorse_ TAMBIÉN HE COMIDO CALÇOTS OMG	neutral	LINCE
Necesito ZombiFavs y ZomberRetuits ¿ Donde Están Los INFECTADOS ! ( ✖╭╮✖ ) ?	neutral	LINCE
RT @ariana_aracelys : spot más chulo el de hoy http://t.co/vivWnC27BC	neutral	LINCE
RT @SincerelyTumblr : do re mi fa so done with u	neutral	LINCE
Lilas ☔️ #salhuaclothing http://t.co/Ou2ZqVOabe	neutral	LINCE
RT @marieeddd : En el friendzone desde que nací	negative	LINCE
RT @jcpenney : Yes I ’m a shoe-aholic . No , I do n’t need help . #quote	neutral	LINCE
@javiidiaz06 @Camsfigueroaa Ahh true shit lo que dice Camila , sorry jabs por darte info equivocada 😈	negative	LINCE
RT @ale__figueroa : ya mi mente esta en spring break	neutral	LINCE
Red carpet look . @premioslaradio @AnndyEscalona vestido @theholtstore stylist dúo #angieestilo y … http://t.co/0Gx41RmqM4	neutral	LINCE
RT @isabella_orm : No hay canción más linda que Little Things .	neutral	LINCE
@eljosean96 JAJAJJA lesson always let a girl finish her sentence nunca sabes .. .	neutral	LINCE
Thanks @edwinbau acemita buen provecho #healthy https://t.co/i3la7Iahgh	neutral	LINCE
#quotes #monday #elvacilondelagatita https://t.co/LrKBPQAsjo	neutral	LINCE
RT @skateromero21 : Personas interesadas en Shootings me pueden escribir al DM , de esta semana en adelante tendré libre los fines de semana .…	negative	LINCE
RT @isatpc : @arianaasalgado PAPO TAMOS ACTIVE DESDE LAS 3AM	neutral	LINCE
@adrianaaleee vacila cause esa es tu despedida de soltera ✌🏼️	neutral	LINCE
RT @2010MisterChip : ATM 2-0 FCB ( FT ) - ¡¡ ¡ Cayó el campeón !! ! ¡¡ ¡ Nadie puede con la maldición !! ! Parece imposible ganar la UEFA Champions Le …	negative	LINCE
@gloriaalvarez57 es mi amigo y son coñas .. . pls xD	neutral	LINCE
RT @nissiart : Para ser honesto , me divertí mucho haciendo este mural . #nissiartworkshop https://t.co/e2qVR1SKtF	neutral	LINCE
RT @Esquedachris : En fotos con @miamigovidal y @AnnexM makeup & hair @angieestilo Stylist ツ	neutral	LINCE
@krb_24 JAJAJAJ that sucks af	negative	LINCE
RT @ashleyishbel : el " te ves hermosa hoy " nunca puede faltar y es una de las cosas que más enamoran , alwayssss .	negative	LINCE
Los nudes dan vida y animo para continuar feliz el día .	neutral	LINCE
cifi me tiene en un badtrip eterno	negative	LINCE
#Clevlander #beachhouse2015 #ElVacilondelaGatita https://t.co/1GOHmoigVa	neutral	LINCE
Elegance and trendy suits #blue #black #menstyle Elegancia y moderno estiló para los hombres … http://t.co/e7yJwCOI1o	neutral	LINCE
Tbt a cuando se podían ver los best friends en snapchat	positive	LINCE
@christ1226 Ah ok yo wtf is wrong with this one not	negative	LINCE
@mperea1995 está on fire invadiendo mi timeline . Le llaman #PautaPerea	neutral	LINCE
RT @_cacosta3 : Si esto fue el after de la grad no me quiero imaginar el prom 🙌😝🍻	negative	LINCE
RT @mariasofia_14 : Its time for a taaaan #LaPlayiMeLlama	neutral	LINCE
@vmartinez_reyes a claro este emoji 😒 es de pura alegria i forgot 😂	neutral	LINCE
No lines , no hassle , just deals . It can only be one thing . #CyberMonday http://t.co/R7qSdzPggE http://t.co/Im92NQIcHz	neutral	LINCE
RT @chenteydrach : Beber con cojones y levantarte sin hangover . http://t.co/8gcFw7F5Zj	neutral	LINCE
no comprendo como los alcoholicos puedes estar asi 24/7 .. . do n't get it	negative	LINCE
RT @marciaf_92 : yo necesito un break de todo	negative	LINCE
Mi sis habla demasiau au au	negative	LINCE
Pulling clothing for a music video . Creative day . Buscando y creando looks para video musical #music #artist #dancers	neutral	LINCE
Quien los viera ! woow my talented friends !! !! http://t.co/Z4J0nFAH	neutral	LINCE
@esme1470 @Danyfn119 JAJAJAJAAJAJAJAJAJAJAJAAJAJA I DIED	neutral	LINCE
RT @ThePink_Creeper : Oye , @Kronnomc Tu te has apuntado a @PremiosVlogger ?? https://t.co/oXWBh9vAFo	neutral	LINCE
So cuando es la fuga ? 23 o 30 ?	neutral	LINCE
RT @alzhng : Si todos fuesemos vecinos como en PC , verano fuese mucho más divertido	neutral	LINCE
@EricMartinez90 no has visto mi anterior tuit ?	neutral	LINCE
RT @MarielaBagnato : Sexy vs Vulgar > Consejos de moda por @AngieEstilo y de maquillaje por mi ;) > Via MSN Latino : http://t.co/si6 .. .	positive	LINCE
No puedo bregar con el update de SC	negative	LINCE
RT @rickyrzlo : * Se imagina uno de esos tweets de consejos de amor o algo totalmente obvio sin el límite de 140 characters * * projectile vo …	negative	LINCE
Yal nivel : puso como 5 stories con el filtro del perrito @vmartinez_reyes 🙄	neutral	LINCE
RT @rteresal : #PrayForPaco que el vino se le va a calentar con tanto fuego @massofrancisco https://t.co/jbRQv25nv6	neutral	LINCE
RT @edgardojavierr : Me dice " Papi , dime cosas nasty " mientras le bajo el pantie	negative	LINCE
Mañana tendré mi primera competencia de cheer y no sé ni como me siento 😳	negative	LINCE
@fernanrodrigg JAJAJAJAJAJJAAJ 2013 ? Rlly ?	neutral	LINCE
RT @billboard : The Música Unsigned contest winner has been revealed : http://t.co/YYTZP8PqN1 http://t.co/7EE4iByDsQ	negative	LINCE
@teresa_perez7 mandame fotos del libro pls , se me quedo en el locker	neutral	LINCE
RT @joselynv237 : 🚨 RT PLEASEEE 🚨 Es mi hermano , necesita un trasplante de médula ósea 🚨😩 https://t.co/BA8eAQK3Gr	negative	LINCE
RT @marimarp489 : 🚨🚨🚨 URGENTE 🚨🚨🚨 Labrador Mix , busca un hogar donde le den mucho amor , ojo : vacunado 🚨🚨 RT RT RT RT RT RT 🚨🚨 https://t.co …	negative	LINCE
El problema de los trailers de marvel y dc es q te cuentan la puta pelicula	negative	LINCE
RT @DjEixel : Hoy es pa ' Vibra a celebrar el cumple del bro @Luisarzola933 🍾	neutral	LINCE
JJAJAJAJAJAJAJ BYE	neutral	LINCE
RT @guanyin_ : Me dejan en read pero mi tiro un buen selfie to make them cry .	neutral	LINCE
Xmil , no hay break https://t.co/ggNk9erKc6	negative	LINCE
RT @adriana_maria5 : mis seniors 💘😭⚾️ #CalletForLife http://t.co/Pf0zMcNYLD	negative	LINCE
Que mucha mierda drunk me puso en snapchat ayer . * procede a empezar a borrar *	negative	LINCE
RT @sexuaI : Sex on 1st date dont mean you a hoe , waiting 90 days wont make you a wife , cute pics dont mean y 'all happy , having a title dont …	negative	LINCE
Tengo como mil lunares en mi cuerpo y cada mes encuentro uno nuevo .. Ok	negative	LINCE
RT @esangie023 : Con la cuks ! #LaMasQueAmo #soulmate #myginger #blackandwhite #loveyounigga @arianaasalgado http://t.co/wjKG4xM9P3	negative	LINCE
RT @__tanyarivas : En el mood de ver películas y comer helado	neutral	LINCE
El Saludo al Mega Salón D Training !! ! G R E A T !	neutral	LINCE
RT @unnombreahi_17 : Madonna viene en cocierto y Taylor Swift no . NO ENTIENDO * Coscu 's voice *	negative	LINCE
Throwback a cuando salía del work a las 7 , ahora salgo a las 9 y cuidau 😭	negative	LINCE
Un cachito de la cancion de ZOMBER GIRL ?? ? Estoy enamorado de esta canción !! 😍 ❤ ️💀 Z4E 💀 ❤ ️ https://t.co/ip3KbrJJMP	positive	LINCE
RT @OMSSSSSSSSSSS : “ @arianaasalgado : " @OMSSSSSSSSSSS : El viernes voy de negra completa 👼 " ohh naomi being controversial ? ” Rebel #yolo	positive	LINCE
Tenía dolor de cabeza de tanto estudiar así que me metí pastillas para la migraña . Y pues tienen cafeína . Jeeee all nighter keslake ?	negative	LINCE
Ni me molestó lo difícil que se pusieron los nenes en el trabajo , me hacían falta cc	neutral	LINCE
Just the smell of the summer can make me fall in Love . 🎵 GYPSY SUMMER 🎵 - Maxifaldas - Tops en V #salhuaclothing http://t.co/RK7iN6fvgF	neutral	LINCE
Hoy es un dia GLAM ! Los colores neutros nos ayudan para combinarlos con prendas de colores brillantes como el rojo http://t.co/9vMeUJ7K9u	positive	LINCE
#DunkinDonuts con desayunos y ricos cafés . #elVacilondelaGatita https://t.co/9RjEnO0GAK	neutral	LINCE
JAJAJA Que granujillas y traviesos sois algunos dándole al botón para que me retire del rap ! XD Menos mal que aun tengo Zombers fieles ! :D	positive	LINCE
RT @tadanaa : yo lo que quiero es quitarte to '	negative	LINCE
RT @jchaltiwanger : Not voting on Tuesday would be an insult to what @BernieSanders has already accomplished . https://t.co/fOYapedmbh via @E …	negative	LINCE
Ready for tonight 👛 Dress Más #Glam que nunca !! #fashion #weekend te gusta !? Haz tu pedido ( whatsapp ) 0968807384 http://t.co/JYW8cNr67k	positive	LINCE
EL TRAJE ES FOKIN AZUL Y NEGROOO	neutral	LINCE
Fucking lab a las 7:00 am 😩🔫	negative	LINCE
Solita .. .. #Nap #Nap #Nap woot Woot !! !! A Recargar y Luego #Gym Con susanlee40 Si No Me Arrepiento .. … http://t.co/v8jgLKlTX3	neutral	LINCE
Que os parece un libro en el que ponga mis letras y que podais rellenar algunas frases + mis reglas para sobrevivir a un apocalipsis zomber ?	positive	LINCE
" you do n't bachata ?. .. . are n't you Spanish ? "	neutral	LINCE
¿ Les gustó el primer show de @LaBanda ? No se olviden de descargar la app Univison Conecta para participar mañana . http://t.co/ObJGRKYLWI	neutral	LINCE
